RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,BUILDING AGE,SALE_YEAR,SALE_MONTH,TOTAL SQUARE FEET,SALE YEAR,SALE MONTH,SALE DAY
6,0,6,2000.0,6160.0,1910,2,0.0,113,2017,3,20006160.0,2017,3,24
9,0,9,3000.0,9240.0,1910,2,2750000.0,113,2016,11,30009240.0,2016,11,29
8,0,8,2500.0,6900.0,1910,2,10200000.0,113,2017,1,25006900.0,2017,1,30
8,0,8,2050.0,7200.0,1910,2,0.0,113,2017,1,20507200.0,2017,1,30
8,0,8,2200.0,7200.0,1910,2,0.0,113,2017,1,22007200.0,2017,1,30
8,0,8,2200.0,7900.0,1910,2,0.0,113,2017,1,22007900.0,2017,1,30
7,0,7,2500.0,0.0,2016,2,375000.0,7,2017,2,25000.0,2017,2,17
6,0,6,2500.0,9525.0,2005,2,1950000.0,18,2016,12,25009525.0,2016,12,14
4,0,4,3330.0,3024.0,1930,2,0.0,93,2017,3,33303024.0,2017,3,1
6,0,6,2500.0,3750.0,1931,2,1900000.0,92,2017,6,25003750.0,2017,6,6
6,0,6,2000.0,2800.0,1931,2,0.0,92,2016,10,20002800.0,2016,10,6
8,0,8,2500.0,8130.0,2008,2,2185000.0,15,2016,12,25008130.0,2016,12,5
4,0,4,2500.0,6000.0,1931,2,0.0,92,2017,6,25006000.0,2017,6,30
16,0,16,3750.0,10875.0,1931,2,0.0,92,2017,3,375010875.0,2017,3,1
4,0,4,1875.0,1575.0,1931,2,425000.0,92,2016,11,18751575.0,2016,11,16
8,0,8,2700.0,8944.0,1900,2,5500000.0,123,2017,5,27008944.0,2017,5,18
8,0,8,2945.0,6840.0,1931,2,0.0,92,2017,6,29456840.0,2017,6,30
4,0,4,2000.0,3360.0,1899,2,1800000.0,124,2017,2,20003360.0,2017,2,16
4,0,4,2000.0,3360.0,1899,2,0.0,124,2017,2,20003360.0,2017,2,16
16,0,16,5500.0,18800.0,1931,2,5100000.0,92,2016,9,550018800.0,2016,9,29
4,0,4,2100.0,2331.0,1931,2,0.0,92,2016,9,21002331.0,2016,9,26
7,0,7,1950.0,2340.0,1931,2,1500000.0,92,2016,12,19502340.0,2016,12,7
6,0,6,2667.0,6030.0,1931,2,200000.0,92,2017,2,26676030.0,2017,2,23
8,0,8,5225.0,20900.0,1973,2,0.0,50,2016,9,522520900.0,2016,9,13
4,0,4,2000.0,2400.0,1931,2,1855000.0,92,2017,1,20002400.0,2017,1,25
6,0,6,2000.0,6000.0,1931,2,1898148.0,92,2017,6,20006000.0,2017,6,30
13,1,14,7500.0,14295.0,1931,2,7500000.0,92,2016,9,750014295.0,2016,9,19
32,0,32,10000.0,21990.0,1931,2,0.0,92,2016,12,1000021990.0,2016,12,13
16,0,16,4000.0,14240.0,1931,2,0.0,92,2016,9,400014240.0,2016,9,29
8,0,8,5000.0,7940.0,1974,2,0.0,49,2016,9,50007940.0,2016,9,13
20,0,20,5000.0,17600.0,1931,2,7465000.0,92,2017,5,500017600.0,2017,5,18
8,0,8,2500.0,8900.0,1931,2,0.0,92,2017,6,25008900.0,2017,6,26
4,0,4,2000.0,2700.0,1931,2,1732000.0,92,2016,10,20002700.0,2016,10,27
4,0,4,2000.0,2520.0,1931,2,0.0,92,2016,11,20002520.0,2016,11,23
4,0,4,2000.0,2520.0,1931,2,1350000.0,92,2016,10,20002520.0,2016,10,6
4,0,4,1900.0,2444.0,1931,2,80000.0,92,2017,7,19002444.0,2017,7,27
4,0,4,1800.0,3024.0,1931,2,0.0,92,2017,6,18003024.0,2017,6,8
14,2,16,4000.0,11520.0,1931,2,3500000.0,92,2016,12,400011520.0,2016,12,8
4,0,4,2000.0,2700.0,1931,2,750000.0,92,2017,4,20002700.0,2017,4,20
4,0,4,2000.0,3600.0,1900,2,1300000.0,123,2017,3,20003600.0,2017,3,27
6,0,6,2000.0,4002.0,2015,2,0.0,8,2016,11,20004002.0,2016,11,11
4,0,4,1568.0,2376.0,1931,2,0.0,92,2017,7,15682376.0,2017,7,6
5,0,5,1917.0,2280.0,1931,2,1442350.0,92,2017,2,19172280.0,2017,2,13
4,0,4,2000.0,2700.0,1931,2,1390000.0,92,2017,1,20002700.0,2017,1,26
6,0,6,2700.0,6075.0,1931,2,2050000.0,92,2017,7,27006075.0,2017,7,12
6,0,6,2700.0,6075.0,1931,2,730000.0,92,2017,8,27006075.0,2017,8,24
8,0,8,2892.0,9486.0,1931,2,2120000.0,92,2017,4,28929486.0,2017,4,20
16,0,16,4000.0,10400.0,1910,2,3400000.0,113,2017,5,400010400.0,2017,5,18
16,0,16,4000.0,10400.0,1910,2,3500000.0,113,2017,5,400010400.0,2017,5,18
4,0,4,1700.0,2295.0,1900,2,0.0,123,2016,12,17002295.0,2016,12,21
4,0,4,1667.0,2672.0,1900,2,1700000.0,123,2017,2,16672672.0,2017,2,1
8,0,8,2000.0,4000.0,1900,2,2000000.0,123,2017,3,20004000.0,2017,3,3
8,0,8,2667.0,8960.0,1910,2,0.0,113,2017,8,26678960.0,2017,8,3
8,0,8,2667.0,8960.0,1900,2,0.0,123,2017,8,26678960.0,2017,8,3
8,0,8,2667.0,8960.0,1900,2,0.0,123,2017,8,26678960.0,2017,8,3
6,0,6,2000.0,3150.0,1900,2,1462500.0,123,2017,5,20003150.0,2017,5,9
4,0,4,2200.0,3920.0,1910,2,0.0,113,2016,11,22003920.0,2016,11,14
6,0,6,2667.0,6808.0,1900,2,2500000.0,123,2017,7,26676808.0,2017,7,6
6,0,6,2667.0,6808.0,1900,2,0.0,123,2017,7,26676808.0,2017,7,6
4,0,4,2000.0,3300.0,1900,2,0.0,123,2016,11,20003300.0,2016,11,10
4,0,4,2000.0,3300.0,1900,2,0.0,123,2016,10,20003300.0,2016,10,4
4,0,4,2000.0,3850.0,1900,2,1850000.0,123,2017,2,20003850.0,2017,2,22
6,0,6,1950.0,3200.0,1910,2,0.0,113,2017,2,19503200.0,2017,2,28
4,0,4,1950.0,3290.0,1900,2,0.0,123,2016,10,19503290.0,2016,10,27
4,0,4,2000.0,5000.0,1901,2,1725000.0,122,2017,5,20005000.0,2017,5,8
8,0,8,2167.0,3924.0,1910,2,0.0,113,2016,12,21673924.0,2016,12,29
6,0,6,2000.0,2580.0,1910,2,0.0,113,2017,5,20002580.0,2017,5,17
4,0,4,1800.0,3661.0,1910,2,1800000.0,113,2017,1,18003661.0,2017,1,5
6,0,6,1950.0,3071.0,1910,2,185203.0,113,2016,12,19503071.0,2016,12,16
4,0,4,1667.0,3201.0,1910,2,0.0,113,2017,3,16673201.0,2017,3,7
4,0,4,1667.0,3201.0,1910,2,0.0,113,2016,11,16673201.0,2016,11,8
4,0,4,2000.0,3760.0,1900,2,0.0,123,2017,6,20003760.0,2017,6,3
16,0,16,4667.0,16615.0,1900,2,15000000.0,123,2017,8,466716615.0,2017,8,3
16,0,16,5400.0,19840.0,1931,2,0.0,92,2017,8,540019840.0,2017,8,3
14,2,16,3706.0,8982.0,1931,2,2100000.0,92,2017,6,37068982.0,2017,6,8
8,0,8,2525.0,7821.0,1910,2,2800000.0,113,2017,2,25257821.0,2017,2,16
4,0,4,2000.0,3360.0,1910,2,0.0,113,2017,1,20003360.0,2017,1,20
16,5,21,3807.0,12825.0,1910,2,7900000.0,113,2017,1,380712825.0,2017,1,10
7,0,7,3750.0,3864.0,1899,2,0.0,124,2017,3,37503864.0,2017,3,1
8,0,8,2183.0,6400.0,1910,2,3400000.0,113,2016,11,21836400.0,2016,11,28
7,0,7,2439.0,6521.0,2014,2,3160000.0,9,2016,9,24396521.0,2016,9,6
10,0,10,3400.0,8910.0,2014,2,4740000.0,9,2016,9,34008910.0,2016,9,6
6,0,6,2315.0,4350.0,1905,2,2675000.0,118,2017,2,23154350.0,2017,2,1
4,0,4,2250.0,6500.0,2015,2,0.0,8,2016,12,22506500.0,2016,12,22
4,0,4,2004.0,2160.0,1905,2,0.0,118,2016,11,20042160.0,2016,11,15
6,0,6,2638.0,5625.0,1905,2,0.0,118,2017,3,26385625.0,2017,3,21
6,0,6,2638.0,5625.0,1905,2,197500.0,118,2016,10,26385625.0,2016,10,27
10,0,10,2633.0,5625.0,1905,2,2900000.0,118,2017,2,26335625.0,2017,2,2
4,0,4,2290.0,2040.0,1957,2,0.0,66,2017,6,22902040.0,2017,6,26
12,0,12,1950.0,2788.0,1901,2,0.0,122,2017,3,19502788.0,2017,3,28
12,0,12,1950.0,2788.0,1901,2,1300000.0,122,2017,3,19502788.0,2017,3,27
12,0,12,1950.0,2788.0,1901,2,1100000.0,122,2017,3,19502788.0,2017,3,27
4,0,4,1600.0,2430.0,1905,2,1335000.0,118,2016,9,16002430.0,2016,9,15
8,0,8,4750.0,4800.0,1930,2,0.0,93,2016,9,47504800.0,2016,9,13
7,0,7,1583.0,2016.0,1931,2,0.0,92,2016,9,15832016.0,2016,9,9
4,0,4,1200.0,1600.0,1930,2,1300000.0,93,2017,5,12001600.0,2017,5,19
8,0,8,5000.0,9600.0,1900,2,0.0,123,2016,9,50009600.0,2016,9,13
8,0,8,2000.0,6400.0,1930,2,0.0,93,2017,2,20006400.0,2017,2,2
8,0,8,1875.0,9759.0,1974,2,0.0,49,2016,9,18759759.0,2016,9,13
8,0,8,6067.0,8036.0,1974,2,0.0,49,2016,9,60678036.0,2016,9,13
4,0,4,1600.0,2400.0,1930,2,1600000.0,93,2017,5,16002400.0,2017,5,3
8,0,8,1967.0,4426.0,1930,2,1700000.0,93,2016,9,19674426.0,2016,9,12
4,0,4,1600.0,4340.0,1899,2,2825000.0,124,2016,12,16004340.0,2016,12,5
4,0,4,1800.0,1400.0,1931,2,0.0,92,2017,7,18001400.0,2017,7,31
36,0,36,9933.0,36216.0,1931,2,3781557.0,92,2017,6,993336216.0,2017,6,30
36,0,36,9933.0,36216.0,1931,2,0.0,92,2017,6,993336216.0,2017,6,30
10,0,10,2500.0,0.0,2016,2,0.0,7,2017,7,25000.0,2017,7,11
44,0,44,4800.0,40723.0,2015,2,8750000.0,8,2017,8,480040723.0,2017,8,23
44,0,44,4800.0,40723.0,2015,2,0.0,8,2017,8,480040723.0,2017,8,16
28,2,30,20000.0,91074.0,2013,2,0.0,10,2017,7,2000091074.0,2017,7,6
13,1,14,15266.0,35714.0,1930,2,14200000.0,93,2017,2,1526635714.0,2017,2,23
0,0,0,0.0,0.0,1910,2,50000.0,113,2017,2,0.0,2017,2,7
0,0,0,0.0,0.0,1900,2,160000.0,123,2016,11,0.0,2016,11,2
0,0,0,0.0,0.0,1915,2,535000.0,108,2016,11,0.0,2016,11,4
11,0,11,0.0,16376.0,2007,2,0.0,16,2017,5,16376.0,2017,5,26
1,0,1,0.0,0.0,0,2,0.0,2023,2017,1,0.0,2017,1,23
1,0,1,0.0,0.0,1993,2,550000.0,30,2016,10,0.0,2016,10,6
1,0,1,0.0,0.0,1931,2,735000.0,92,2017,6,0.0,2017,6,22
1,0,1,0.0,0.0,2006,2,610000.0,17,2016,12,0.0,2016,12,9
1,0,1,0.0,0.0,2006,2,120000.0,17,2017,5,0.0,2017,5,1
1,0,1,0.0,0.0,2006,2,419500.0,17,2016,10,0.0,2016,10,25
1,0,1,0.0,0.0,2006,2,795000.0,17,2016,12,0.0,2016,12,6
1,0,1,0.0,0.0,2006,2,380000.0,17,2016,10,0.0,2016,10,18
1,0,1,0.0,0.0,2006,2,612000.0,17,2017,1,0.0,2017,1,25
1,0,1,0.0,0.0,2006,2,0.0,17,2017,3,0.0,2017,3,10
1,0,1,0.0,0.0,2010,2,995000.0,13,2017,3,0.0,2017,3,15
1,0,1,0.0,0.0,2010,2,1350000.0,13,2017,5,0.0,2017,5,22
1,0,1,0.0,0.0,2010,2,1195000.0,13,2017,8,0.0,2017,8,29
1,0,1,0.0,0.0,2010,2,705000.0,13,2017,3,0.0,2017,3,16
1,0,1,0.0,0.0,2010,2,995000.0,13,2016,12,0.0,2016,12,29
1,0,1,0.0,0.0,2010,2,995000.0,13,2016,12,0.0,2016,12,29
1,0,1,0.0,0.0,2010,2,480000.0,13,2017,7,0.0,2017,7,18
1,0,1,0.0,0.0,2010,2,752500.0,13,2017,8,0.0,2017,8,24
1,0,1,0.0,0.0,2010,2,705000.0,13,2016,12,0.0,2016,12,9
1,0,1,0.0,0.0,2010,2,0.0,13,2016,10,0.0,2016,10,26
1,0,1,0.0,0.0,2010,2,762000.0,13,2017,3,0.0,2017,3,29
1,0,1,0.0,0.0,0,2,450000.0,2023,2017,4,0.0,2017,4,3
1,0,1,0.0,0.0,2008,2,0.0,15,2017,1,0.0,2017,1,17
1,0,1,0.0,0.0,0,2,875000.0,2023,2017,3,0.0,2017,3,15
1,0,1,0.0,0.0,0,2,775000.0,2023,2017,3,0.0,2017,3,29
1,0,1,0.0,0.0,0,2,720000.0,2023,2017,1,0.0,2017,1,12
1,0,1,0.0,0.0,0,2,0.0,2023,2016,12,0.0,2016,12,13
1,0,1,0.0,0.0,2003,2,814600.0,20,2017,7,0.0,2017,7,13
1,0,1,0.0,0.0,2003,2,0.0,20,2016,10,0.0,2016,10,30
1,0,1,0.0,0.0,2003,2,560000.0,20,2016,12,0.0,2016,12,19
1,0,1,0.0,0.0,2004,2,0.0,19,2016,9,0.0,2016,9,9
1,0,1,0.0,0.0,2004,2,810000.0,19,2017,4,0.0,2017,4,21
1,0,1,0.0,0.0,2004,2,875000.0,19,2017,7,0.0,2017,7,18
1,0,1,0.0,0.0,2004,2,775000.0,19,2017,6,0.0,2017,6,13
1,0,1,0.0,0.0,2004,2,750000.0,19,2016,12,0.0,2016,12,7
1,0,1,0.0,0.0,2004,2,735000.0,19,2017,7,0.0,2017,7,27
1,0,1,0.0,0.0,2004,2,769000.0,19,2017,6,0.0,2017,6,16
1,0,1,0.0,0.0,2004,2,0.0,19,2017,5,0.0,2017,5,8
1,0,1,0.0,0.0,2004,2,750000.0,19,2016,9,0.0,2016,9,26
1,0,1,0.0,0.0,2004,2,590000.0,19,2016,9,0.0,2016,9,26
1,0,1,0.0,0.0,2004,2,685000.0,19,2016,11,0.0,2016,11,18
1,0,1,0.0,0.0,2004,2,980000.0,19,2016,12,0.0,2016,12,8
1,0,1,0.0,0.0,2004,2,700000.0,19,2016,11,0.0,2016,11,2
1,0,1,0.0,0.0,2004,2,705000.0,19,2017,5,0.0,2017,5,19
1,0,1,0.0,0.0,2004,2,675000.0,19,2017,4,0.0,2017,4,7
1,0,1,0.0,0.0,2014,2,750000.0,9,2017,6,0.0,2017,6,21
1,0,1,0.0,0.0,2014,2,915406.0,9,2016,10,0.0,2016,10,17
1,0,1,0.0,0.0,2014,2,758596.0,9,2016,10,0.0,2016,10,11
1,0,1,0.0,0.0,2014,2,740000.0,9,2017,1,0.0,2017,1,3
1,0,1,0.0,0.0,2014,2,799000.0,9,2016,10,0.0,2016,10,11
1,0,1,0.0,0.0,2014,2,790000.0,9,2016,12,0.0,2016,12,2
1,0,1,0.0,0.0,2014,2,820000.0,9,2017,3,0.0,2017,3,27
1,0,1,0.0,0.0,2014,2,799000.0,9,2017,3,0.0,2017,3,9
1,0,1,0.0,0.0,2014,2,825000.0,9,2017,3,0.0,2017,3,9
1,0,1,0.0,0.0,2014,2,849000.0,9,2016,11,0.0,2016,11,28
1,0,1,0.0,0.0,2014,2,1221900.0,9,2016,10,0.0,2016,10,7
1,0,1,0.0,0.0,2014,2,849000.0,9,2017,3,0.0,2017,3,10
1,0,1,0.0,0.0,0,2,0.0,2023,2017,3,0.0,2017,3,27
1,0,1,0.0,0.0,2007,2,0.0,16,2017,7,0.0,2017,7,17
1,0,1,0.0,0.0,2012,2,595000.0,11,2016,9,0.0,2016,9,6
1,0,1,0.0,0.0,2005,2,666000.0,18,2016,9,0.0,2016,9,16
1,0,1,0.0,0.0,2005,2,930000.0,18,2017,8,0.0,2017,8,3
1,0,1,0.0,0.0,2005,2,999900.0,18,2017,1,0.0,2017,1,20
1,0,1,0.0,0.0,2005,2,363960.0,18,2017,8,0.0,2017,8,10
1,0,1,0.0,0.0,2005,2,955000.0,18,2017,2,0.0,2017,2,10
1,0,1,0.0,0.0,2005,2,895000.0,18,2017,6,0.0,2017,6,28
1,0,1,0.0,0.0,2003,2,0.0,20,2016,9,0.0,2016,9,8
1,0,1,0.0,0.0,2003,2,0.0,20,2017,4,0.0,2017,4,6
1,0,1,0.0,0.0,2003,2,0.0,20,2017,3,0.0,2017,3,23
1,0,1,0.0,0.0,2003,2,142925.0,20,2016,12,0.0,2016,12,19
1,0,1,0.0,0.0,2003,2,0.0,20,2016,9,0.0,2016,9,12
1,0,1,0.0,0.0,2003,2,0.0,20,2016,9,0.0,2016,9,12
1,0,1,0.0,0.0,2002,2,400000.0,21,2017,3,0.0,2017,3,29
1,0,1,0.0,0.0,2002,2,0.0,21,2016,11,0.0,2016,11,14
1,0,1,0.0,0.0,0,2,0.0,2023,2017,2,0.0,2017,2,7
1,0,1,0.0,0.0,0,2,556000.0,2023,2016,9,0.0,2016,9,6
1,0,1,0.0,0.0,0,2,0.0,2023,2016,10,0.0,2016,10,25
1,0,1,0.0,0.0,0,2,0.0,2023,2016,9,0.0,2016,9,7
1,0,1,0.0,0.0,2008,2,0.0,15,2016,10,0.0,2016,10,13
1,0,1,0.0,0.0,1925,2,835000.0,98,2017,1,0.0,2017,1,5
1,0,1,0.0,0.0,0,2,900000.0,2023,2017,6,0.0,2017,6,19
1,0,1,0.0,0.0,0,2,0.0,2023,2017,6,0.0,2017,6,16
1,0,1,0.0,0.0,0,2,793000.0,2023,2017,5,0.0,2017,5,17
1,0,1,0.0,0.0,0,2,820000.0,2023,2017,2,0.0,2017,2,14
1,0,1,0.0,0.0,0,2,10.0,2023,2016,11,0.0,2016,11,3
1,0,1,0.0,0.0,0,2,925000.0,2023,2017,7,0.0,2017,7,6
1,0,1,0.0,0.0,0,2,945000.0,2023,2016,10,0.0,2016,10,25
1,0,1,0.0,0.0,0,2,975000.0,2023,2017,8,0.0,2017,8,10
1,0,1,0.0,0.0,0,2,0.0,2023,2017,6,0.0,2017,6,15
1,0,1,0.0,0.0,2014,2,435006.0,9,2017,4,0.0,2017,4,5
1,0,1,0.0,0.0,2014,2,570220.0,9,2017,2,0.0,2017,2,21
1,0,1,0.0,0.0,2014,2,555000.0,9,2016,12,0.0,2016,12,28
1,0,1,0.0,0.0,2014,2,555000.0,9,2017,5,0.0,2017,5,1
1,0,1,0.0,0.0,2014,2,585000.0,9,2016,10,0.0,2016,10,31
1,0,1,0.0,0.0,2014,2,580000.0,9,2016,12,0.0,2016,12,7
1,0,1,0.0,0.0,2014,2,605858.0,9,2017,4,0.0,2017,4,3
1,0,1,0.0,0.0,2014,2,599000.0,9,2016,12,0.0,2016,12,12
1,0,1,0.0,0.0,2014,2,640000.0,9,2016,10,0.0,2016,10,26
1,0,1,0.0,0.0,0,2,0.0,2023,2016,9,0.0,2016,9,22
1,0,1,0.0,0.0,0,2,0.0,2023,2017,2,0.0,2017,2,15
1,0,1,0.0,0.0,0,2,481650.0,2023,2017,6,0.0,2017,6,14
1,0,1,0.0,0.0,0,2,0.0,2023,2016,11,0.0,2016,11,30
1,0,1,0.0,0.0,1910,2,775000.0,113,2017,6,0.0,2017,6,27
1,0,1,0.0,0.0,1910,2,1250000.0,113,2017,7,0.0,2017,7,13
1,0,1,0.0,0.0,1910,2,880000.0,113,2017,1,0.0,2017,1,19
1,0,1,0.0,0.0,1910,2,0.0,113,2017,6,0.0,2017,6,13
1,0,1,0.0,0.0,1910,2,1050000.0,113,2016,11,0.0,2016,11,14
1,0,1,0.0,0.0,1930,2,960000.0,93,2016,11,0.0,2016,11,14
1,0,1,0.0,0.0,1930,2,0.0,93,2017,8,0.0,2017,8,7
1,0,1,0.0,0.0,1930,2,1105000.0,93,2017,8,0.0,2017,8,15
1,0,1,0.0,0.0,2009,2,675000.0,14,2016,9,0.0,2016,9,13
1,0,1,0.0,0.0,2009,2,680000.0,14,2017,4,0.0,2017,4,10
1,0,1,0.0,0.0,2009,2,734000.0,14,2016,12,0.0,2016,12,15
1,0,1,0.0,0.0,0,2,650000.0,2023,2016,11,0.0,2016,11,7
1,0,1,0.0,0.0,0,2,725000.0,2023,2017,2,0.0,2017,2,3
1,0,1,0.0,0.0,0,2,845000.0,2023,2017,2,0.0,2017,2,8
1,0,1,0.0,0.0,0,2,1025000.0,2023,2016,12,0.0,2016,12,15
1,0,1,0.0,0.0,2003,2,255965.0,20,2017,2,0.0,2017,2,23
1,0,1,0.0,0.0,2003,2,340000.0,20,2016,11,0.0,2016,11,21
1,0,1,0.0,0.0,2003,2,587000.0,20,2016,12,0.0,2016,12,19
1,0,1,0.0,0.0,2003,2,605000.0,20,2017,5,0.0,2017,5,4
1,0,1,0.0,0.0,2003,2,650000.0,20,2016,12,0.0,2016,12,14
1,0,1,0.0,0.0,2003,2,572000.0,20,2016,9,0.0,2016,9,27
4,1,5,1960.0,3900.0,1931,2,2045000.0,92,2017,5,19603900.0,2017,5,15
3,2,5,2000.0,4600.0,1931,2,0.0,92,2016,11,20004600.0,2016,11,4
3,1,4,1737.0,2001.0,1899,2,720000.0,124,2017,4,17372001.0,2017,4,4
3,1,4,1573.0,4720.0,1931,2,2675000.0,92,2017,2,15734720.0,2017,2,22
4,1,5,2200.0,4840.0,1930,2,0.0,93,2016,11,22004840.0,2016,11,24
4,1,5,2200.0,4840.0,1930,2,0.0,93,2016,11,22004840.0,2016,11,24
4,1,5,1800.0,3800.0,1931,2,1650000.0,92,2017,2,18003800.0,2017,2,9
4,1,5,1800.0,3800.0,1931,2,0.0,92,2017,2,18003800.0,2017,2,9
4,2,6,1540.0,4800.0,1927,2,2100000.0,96,2017,2,15404800.0,2017,2,21
3,1,4,1700.0,4320.0,1910,2,0.0,113,2017,6,17004320.0,2017,6,23
3,1,4,1700.0,4320.0,1910,2,1835000.0,113,2016,12,17004320.0,2016,12,6
3,3,6,5000.0,16375.0,1929,2,0.0,94,2017,6,500016375.0,2017,6,15
3,1,4,1560.0,4290.0,1910,2,0.0,113,2016,9,15604290.0,2016,9,30
3,1,4,2000.0,3360.0,1930,2,1100000.0,93,2016,12,20003360.0,2016,12,28
3,1,4,2000.0,3360.0,1930,2,0.0,93,2016,9,20003360.0,2016,9,12
2,2,4,1900.0,4175.0,1931,2,25000.0,92,2017,7,19004175.0,2017,7,19
4,1,5,4050.0,10150.0,1931,2,0.0,92,2017,3,405010150.0,2017,3,21
4,1,5,4050.0,10150.0,1931,2,0.0,92,2017,3,405010150.0,2017,3,21
2,2,4,1782.0,4621.0,1931,2,0.0,92,2017,1,17824621.0,2017,1,9
5,3,8,2500.0,5750.0,1931,2,1920000.0,92,2016,9,25005750.0,2016,9,16
4,1,5,2500.0,2625.0,1931,2,1237000.0,92,2017,3,25002625.0,2017,3,1
6,1,7,1920.0,5760.0,1910,2,0.0,113,2017,3,19205760.0,2017,3,10
4,1,5,2000.0,4800.0,1931,2,1650000.0,92,2017,8,20004800.0,2017,8,8
3,1,4,1463.0,4212.0,1931,2,1475000.0,92,2016,12,14634212.0,2016,12,8
2,2,4,2300.0,4830.0,1931,2,1400000.0,92,2017,5,23004830.0,2017,5,23
3,1,4,2000.0,5040.0,1931,2,1200000.0,92,2016,11,20005040.0,2016,11,8
3,1,4,2000.0,4800.0,1931,2,2500000.0,92,2017,7,20004800.0,2017,7,5
3,1,4,2000.0,2400.0,1925,2,0.0,98,2017,2,20002400.0,2017,2,8
3,1,4,1600.0,4000.0,1910,2,7500.0,113,2017,8,16004000.0,2017,8,7
3,2,5,1667.0,2400.0,1910,2,0.0,113,2016,11,16672400.0,2016,11,8
3,1,4,2017.0,5255.0,1910,2,1925000.0,113,2017,5,20175255.0,2017,5,4
6,2,8,4370.0,6000.0,1910,2,0.0,113,2016,10,43706000.0,2016,10,21
3,1,4,2000.0,4000.0,1905,2,10.0,118,2016,12,20004000.0,2016,12,15
4,1,5,2000.0,2160.0,1910,2,1250000.0,113,2017,5,20002160.0,2017,5,18
3,1,4,1737.0,4948.0,1957,2,810000.0,66,2017,7,17374948.0,2017,7,11
2,2,4,1620.0,3600.0,1930,2,1900000.0,93,2017,4,16203600.0,2017,4,11
6,1,7,2340.0,6000.0,1930,2,2720000.0,93,2017,5,23406000.0,2017,5,16
6,1,7,2340.0,6000.0,1930,2,0.0,93,2017,5,23406000.0,2017,5,16
3,1,4,1600.0,3920.0,1930,2,1931719.0,93,2017,4,16003920.0,2017,4,21
1,0,1,0.0,0.0,1899,2,952063.0,124,2017,5,0.0,2017,5,15
1,0,1,0.0,0.0,1899,2,814600.0,124,2017,1,0.0,2017,1,24
1,0,1,0.0,0.0,1899,2,925000.0,124,2016,12,0.0,2016,12,22
1,0,1,0.0,0.0,1899,2,822436.0,124,2017,4,0.0,2017,4,13
1,0,1,0.0,0.0,2015,2,495000.0,8,2016,11,0.0,2016,11,2
1,0,1,0.0,0.0,2015,2,739249.0,8,2016,11,0.0,2016,11,15
1,0,1,0.0,0.0,2015,2,0.0,8,2017,5,0.0,2017,5,22
1,0,1,0.0,0.0,2015,2,420810.0,8,2016,12,0.0,2016,12,6
1,0,1,0.0,0.0,2015,2,481650.0,8,2016,11,0.0,2016,11,17
1,0,1,0.0,0.0,2015,2,451230.0,8,2016,12,0.0,2016,12,6
1,0,1,0.0,0.0,2015,2,509608.0,8,2016,11,0.0,2016,11,2
1,0,1,0.0,0.0,2015,2,529484.0,8,2016,11,0.0,2016,11,14
1,0,1,0.0,0.0,2015,2,799000.0,8,2017,4,0.0,2017,4,14
1,0,1,0.0,0.0,2015,2,605787.0,8,2017,5,0.0,2017,5,12
1,0,1,0.0,0.0,2015,2,625000.0,8,2017,6,0.0,2017,6,30
1,0,1,0.0,0.0,2015,2,759000.0,8,2017,4,0.0,2017,4,28
1,0,1,0.0,0.0,2011,2,0.0,12,2017,4,0.0,2017,4,27
1,0,1,0.0,0.0,2011,2,474000.0,12,2017,4,0.0,2017,4,27
1,0,1,0.0,0.0,2006,2,525000.0,17,2016,9,0.0,2016,9,23
1,0,1,0.0,0.0,0,2,675000.0,2023,2016,9,0.0,2016,9,14
0,0,0,0.0,0.0,0,2,775000.0,2023,2017,7,0.0,2017,7,27
1,0,1,0.0,0.0,2015,2,456300.0,8,2016,9,0.0,2016,9,15
1,0,1,0.0,0.0,2015,2,660844.0,8,2016,9,0.0,2016,9,12
1,0,1,0.0,0.0,2015,2,428861.0,8,2016,11,0.0,2016,11,10
1,0,1,0.0,0.0,2015,2,559019.0,8,2016,9,0.0,2016,9,26
1,0,1,0.0,0.0,2015,2,491790.0,8,2016,10,0.0,2016,10,14
1,0,1,0.0,0.0,2015,2,424866.0,8,2016,10,0.0,2016,10,31
1,0,1,0.0,0.0,2015,2,463398.0,8,2016,9,0.0,2016,9,21
1,0,1,0.0,0.0,2014,2,485000.0,9,2017,3,0.0,2017,3,21
1,0,1,0.0,0.0,2014,2,750000.0,9,2017,3,0.0,2017,3,20
1,0,1,0.0,0.0,2014,2,748413.0,9,2017,7,0.0,2017,7,6
1,0,1,0.0,0.0,2014,2,762669.0,9,2017,5,0.0,2017,5,22
1,0,1,0.0,0.0,2014,2,534581.0,9,2017,2,0.0,2017,2,2
1,0,1,0.0,0.0,2014,2,560037.0,9,2017,3,0.0,2017,3,6
1,0,1,0.0,0.0,1931,2,625000.0,92,2016,10,0.0,2016,10,28
1,0,1,0.0,0.0,1931,2,545000.0,92,2017,8,0.0,2017,8,10
1,0,1,0.0,0.0,1931,2,515000.0,92,2016,9,0.0,2016,9,15
1,0,1,0.0,0.0,2014,2,966319.0,9,2016,10,0.0,2016,10,27
